Institution 
University of Arkansas at Little Rock
University of Colorado-Denver 
University of Nebraska-Lincoln
Auburn University
University of Maine 
University of Houston
University of North Texas
The George Washington University
University of Dayton
University of Kentucky
University of Nebraska-Lincoln
Miami University
Vanderbilt University
University of Wisconsin - Madison
Ohio University
